id,age,reading_speed,reading_accuracy,reading_comprehension,writing_speed,writing_quality,grammar_sentence,phonetic_spelling,irregular_word_spelling,spelling_accuracy,reading_avg,writing_avg,spelling_avg,primary_focus,secondary_focus,tertiary_focus,difficulty_level
1745,8,38,36,80,36,48,31,37,27,69,51,38,44,Writing,Spelling,Reading,Moderate
1746,6,29,24,40,26,52,53,10,18,23,31,44,17,Spelling,Reading,Writing,Severe
1747,11,63,69,56,62,74,97,50,66,50,63,78,55,Spelling,Reading,Writing,Mild
1748,8,35,42,26,40,42,47,8,12,12,34,43,11,Spelling,Reading,Writing,Severe
1749,12,49,19,8,42,36,48,32,33,18,25,42,28,Reading,Spelling,Writing,Severe
1750,7,0,26,21,24,23,27,14,16,4,16,25,11,Spelling,Reading,Writing,Profound
1751,12,59,53,71,48,41,50,53,72,57,61,46,61,Writing,Reading,Spelling,Moderate
1752,7,35,33,12,0,24,0,20,21,14,27,8,18,Writing,Spelling,Reading,Profound
1753,8,60,79,40,33,58,41,65,61,35,60,44,54,Writing,Spelling,Reading,Moderate
1754,7,31,1,46,0,22,16,20,41,8,26,13,23,Writing,Spelling,Reading,Profound
1755,7,62,37,42,39,53,45,63,29,30,47,46,41,Spelling,Writing,Reading,Moderate
1756,10,17,4,23,10,46,45,22,43,0,15,34,22,Reading,Spelling,Writing,Profound
1757,6,16,35,27,17,30,13,29,0,23,26,20,17,Spelling,Writing,Reading,Profound
1758,8,37,37,16,21,63,27,5,24,47,30,37,25,Spelling,Reading,Writing,Severe
1759,6,26,7,29,31,40,1,4,34,0,21,24,13,Spelling,Reading,Writing,Profound
1760,6,64,80,70,54,61,67,100,64,57,71,61,74,Writing,Reading,Spelling,Mild
1761,6,14,56,46,13,23,7,48,14,6,39,14,23,Writing,Spelling,Reading,Severe
1762,7,42,83,55,54,22,43,53,43,49,60,40,48,Writing,Spelling,Reading,Moderate
1763,8,66,20,27,43,73,50,60,55,29,38,55,48,Reading,Spelling,Writing,Moderate
1764,10,38,18,18,21,25,28,27,28,0,25,25,18,Spelling,Reading,Writing,Profound
1765,8,6,31,34,34,40,0,36,6,17,24,25,20,Spelling,Reading,Writing,Profound
1766,9,62,62,71,74,23,20,41,53,52,65,39,49,Writing,Spelling,Reading,Moderate
1767,12,74,92,74,73,76,81,78,71,88,80,77,79,Writing,Spelling,Reading,Mild
1768,7,100,100,72,58,57,87,70,69,74,91,67,71,Writing,Spelling,Reading,Mild
1769,11,68,57,79,92,82,94,46,59,66,68,89,57,Spelling,Reading,Writing,Mild
1770,12,49,68,43,23,60,39,66,52,36,53,41,51,Writing,Spelling,Reading,Moderate
1771,7,43,60,70,35,38,59,71,23,52,58,44,49,Writing,Spelling,Reading,Moderate
1772,7,57,6,41,19,29,16,42,45,49,35,21,45,Writing,Reading,Spelling,Severe
1773,9,10,21,29,13,37,32,24,28,16,20,27,23,Reading,Spelling,Writing,Profound
1774,7,12,27,34,8,27,34,29,9,0,24,23,13,Spelling,Writing,Reading,Profound
1775,8,82,64,60,55,84,62,75,83,65,69,67,74,Writing,Reading,Spelling,Mild
1776,11,56,62,58,13,37,16,28,7,11,59,22,15,Spelling,Writing,Reading,Severe
1777,12,55,34,74,57,13,41,42,47,61,54,37,50,Writing,Spelling,Reading,Moderate
1778,6,71,18,41,49,51,31,30,28,56,43,44,38,Spelling,Reading,Writing,Severe
1779,6,30,70,27,58,33,59,23,55,50,42,50,43,Reading,Spelling,Writing,Moderate
1780,12,32,37,47,32,23,56,48,14,18,39,37,27,Spelling,Writing,Reading,Severe
1781,12,53,39,32,65,44,58,28,66,60,41,56,51,Reading,Spelling,Writing,Moderate
1782,9,43,25,30,5,20,16,21,26,22,33,14,23,Writing,Spelling,Reading,Profound
1783,9,45,37,65,49,52,36,44,70,61,49,46,58,Writing,Reading,Spelling,Moderate
1784,12,67,61,70,58,49,66,22,34,52,66,58,36,Spelling,Writing,Reading,Moderate
1785,11,26,30,46,44,22,25,8,46,28,34,30,27,Spelling,Writing,Reading,Severe
1786,9,75,54,49,71,64,62,43,56,47,59,66,49,Spelling,Reading,Writing,Moderate
1787,12,36,15,19,21,15,6,31,21,21,23,14,24,Writing,Reading,Spelling,Profound
1788,6,22,10,40,6,40,12,12,23,5,24,19,13,Spelling,Writing,Reading,Profound
1789,6,39,46,42,41,33,37,70,61,40,42,37,57,Writing,Reading,Spelling,Moderate
1790,11,60,24,32,33,12,42,45,55,9,39,29,36,Writing,Spelling,Reading,Severe
1791,11,49,73,35,48,34,22,46,64,64,52,35,58,Writing,Reading,Spelling,Moderate
1792,9,67,60,82,74,64,62,90,95,72,70,67,86,Writing,Reading,Spelling,Mild
1793,6,31,5,16,40,30,13,28,12,14,17,28,18,Reading,Spelling,Writing,Profound
1794,12,63,84,81,62,60,41,71,79,75,76,54,75,Writing,Spelling,Reading,Mild
1795,6,29,7,14,51,32,19,51,38,25,17,34,38,Reading,Writing,Spelling,Severe
1796,6,28,31,15,21,26,42,58,16,23,25,30,32,Reading,Writing,Spelling,Severe
1797,12,53,42,71,52,66,37,66,52,39,55,52,52,Writing,Spelling,Reading,Moderate
1798,7,81,96,71,93,57,79,79,89,89,83,76,86,Writing,Reading,Spelling,Mild
1799,7,46,36,9,35,26,37,59,64,45,30,33,56,Reading,Writing,Spelling,Severe
1800,10,42,65,30,28,44,34,71,34,40,46,35,48,Writing,Reading,Spelling,Moderate
1801,8,40,38,31,21,28,26,26,41,36,36,25,34,Writing,Spelling,Reading,Profound
1802,12,26,30,21,13,26,18,0,26,18,26,19,15,Spelling,Writing,Reading,Profound
1803,9,89,76,77,77,67,95,67,63,66,81,80,65,Spelling,Writing,Reading,Mild
1804,11,31,43,5,48,51,12,50,26,41,26,37,39,Reading,Writing,Spelling,Severe
1805,6,2,18,4,40,1,12,34,8,16,8,18,19,Reading,Writing,Spelling,Profound
1806,8,52,49,38,46,47,12,29,19,54,46,35,34,Spelling,Writing,Reading,Severe
1807,11,71,95,67,63,68,52,77,87,89,78,61,84,Writing,Reading,Spelling,Mild
1808,10,17,44,34,6,23,30,23,10,27,32,20,20,Writing,Spelling,Reading,Profound
1809,7,35,22,28,40,21,25,29,25,25,28,29,26,Spelling,Reading,Writing,Severe
1810,9,30,44,51,49,33,29,55,45,49,42,37,50,Writing,Reading,Spelling,Moderate
1811,10,27,25,28,39,0,13,8,7,34,27,17,16,Spelling,Writing,Reading,Profound
1812,11,56,58,87,47,78,49,69,70,88,67,58,76,Writing,Reading,Spelling,Mild
1813,12,62,80,53,68,53,18,59,46,52,65,46,52,Writing,Spelling,Reading,Moderate
1814,6,35,24,25,37,28,40,35,28,7,28,35,23,Spelling,Reading,Writing,Profound
1815,7,76,48,63,56,48,18,29,30,67,62,41,42,Writing,Spelling,Reading,Moderate
1816,7,46,56,24,29,53,13,22,29,15,42,32,22,Spelling,Writing,Reading,Severe
1817,8,66,92,64,75,85,91,71,72,84,74,84,76,Reading,Spelling,Writing,Mild
1818,12,84,76,56,68,75,87,80,62,67,72,77,70,Spelling,Reading,Writing,Mild
1819,12,67,48,65,42,19,51,26,60,69,60,37,52,Writing,Spelling,Reading,Moderate
1820,6,35,67,49,46,19,24,27,50,46,50,30,41,Writing,Spelling,Reading,Severe
1821,12,69,28,52,32,45,18,52,29,67,50,32,49,Writing,Spelling,Reading,Moderate
1822,10,10,12,46,13,14,12,8,25,39,23,13,24,Writing,Reading,Spelling,Profound
1823,12,11,45,44,34,52,50,16,25,42,33,45,28,Spelling,Reading,Writing,Severe
1824,12,70,82,65,84,67,91,83,54,77,72,81,71,Spelling,Reading,Writing,Mild
1825,7,25,14,46,4,26,4,34,20,34,28,11,29,Writing,Reading,Spelling,Profound
1826,10,33,0,0,36,12,5,29,9,8,11,18,15,Reading,Spelling,Writing,Profound
1827,8,8,48,25,52,31,29,30,47,24,27,37,34,Reading,Spelling,Writing,Severe
1828,8,0,38,40,3,0,10,11,37,17,26,4,22,Writing,Spelling,Reading,Profound
1829,7,87,100,83,82,60,60,76,67,76,90,67,73,Writing,Spelling,Reading,Mild
1830,11,36,13,21,11,22,42,12,35,30,23,25,26,Reading,Writing,Spelling,Profound
1831,6,63,29,69,54,41,52,57,32,59,54,49,49,Writing,Spelling,Reading,Moderate
1832,8,32,78,47,55,30,57,38,49,42,52,47,43,Spelling,Writing,Reading,Moderate
1833,6,0,46,0,38,2,0,23,4,1,15,13,9,Spelling,Writing,Reading,Profound
1834,9,20,20,34,42,32,29,9,0,40,25,34,16,Spelling,Reading,Writing,Profound
1835,6,85,83,58,68,70,93,87,60,94,75,77,80,Reading,Writing,Spelling,Mild
1836,7,55,73,70,52,34,67,28,28,29,66,51,28,Spelling,Writing,Reading,Moderate
1837,6,51,42,27,28,0,19,13,21,41,40,16,25,Writing,Spelling,Reading,Profound
1838,8,35,21,37,13,3,1,37,33,26,31,6,32,Writing,Reading,Spelling,Profound
1839,7,67,18,28,63,72,45,46,30,42,38,60,39,Reading,Spelling,Writing,Moderate
1840,8,35,64,42,71,62,61,60,59,70,47,65,63,Reading,Spelling,Writing,Moderate
1841,6,22,41,41,27,25,6,27,18,28,35,19,24,Writing,Spelling,Reading,Profound
1842,7,14,5,20,39,17,6,0,40,30,13,21,23,Reading,Writing,Spelling,Profound
1843,9,60,54,50,49,33,47,14,57,59,55,43,43,Writing,Spelling,Reading,Moderate
1844,6,38,14,41,11,9,7,21,21,26,31,9,23,Writing,Spelling,Reading,Profound
1845,10,26,18,22,9,20,11,34,22,10,22,13,22,Writing,Reading,Spelling,Profound
1846,9,33,41,54,18,33,43,41,64,44,43,31,50,Writing,Reading,Spelling,Moderate
1847,8,12,56,68,19,18,47,32,11,25,45,28,23,Spelling,Writing,Reading,Severe
1848,9,60,43,38,35,55,57,47,37,32,47,49,39,Spelling,Reading,Writing,Moderate
1849,8,8,8,26,49,29,45,0,2,23,14,41,8,Spelling,Reading,Writing,Profound
1850,12,37,66,42,16,4,8,45,39,40,48,9,41,Writing,Spelling,Reading,Severe
1851,9,32,50,51,65,51,32,66,47,45,44,49,53,Reading,Writing,Spelling,Moderate
1852,9,31,41,46,12,36,16,17,35,57,39,21,36,Writing,Spelling,Reading,Severe
1853,10,57,78,82,49,48,92,45,56,89,72,63,63,Writing,Spelling,Reading,Mild
1854,12,11,44,0,0,13,38,28,18,21,18,17,22,Writing,Reading,Spelling,Profound
1855,11,35,36,26,40,35,68,20,40,34,32,48,31,Spelling,Reading,Writing,Moderate
1856,11,65,72,83,61,51,31,50,72,69,73,48,64,Writing,Spelling,Reading,Moderate
1857,8,26,13,43,12,0,39,11,13,33,27,17,19,Writing,Spelling,Reading,Profound
1858,6,50,66,58,42,47,41,60,37,43,58,43,47,Writing,Spelling,Reading,Moderate
1859,7,39,32,65,57,60,71,31,37,35,45,63,34,Spelling,Reading,Writing,Moderate
1860,12,0,29,0,8,31,2,30,26,33,10,14,30,Reading,Writing,Spelling,Profound
1861,8,26,51,49,50,54,60,72,59,61,42,55,64,Reading,Writing,Spelling,Moderate
1862,12,57,41,40,37,45,27,71,38,75,46,36,61,Writing,Reading,Spelling,Moderate
1863,7,20,63,32,56,37,15,36,27,31,38,36,31,Spelling,Writing,Reading,Severe
1864,6,65,30,13,13,39,29,29,17,58,36,27,35,Writing,Spelling,Reading,Severe
1865,7,53,45,47,8,31,12,33,36,25,48,17,31,Writing,Spelling,Reading,Severe
1866,8,81,92,54,82,66,77,73,82,60,76,75,72,Spelling,Writing,Reading,Mild
1867,6,70,65,71,29,45,32,35,59,29,69,35,41,Writing,Spelling,Reading,Moderate
1868,8,14,20,30,19,19,58,35,27,35,21,32,32,Reading,Writing,Spelling,Severe
1869,11,23,18,27,38,24,11,34,37,0,23,24,24,Reading,Writing,Spelling,Profound
1870,8,100,81,72,69,90,70,91,67,60,84,76,73,Spelling,Writing,Reading,Mild
1871,9,16,29,54,17,64,21,42,15,34,33,34,30,Spelling,Reading,Writing,Severe
1872,11,30,39,4,30,16,25,8,39,6,24,24,18,Spelling,Reading,Writing,Profound
1873,6,52,36,66,19,70,38,21,67,31,51,42,40,Spelling,Writing,Reading,Moderate
1874,10,65,40,24,9,30,25,41,65,31,43,21,46,Writing,Reading,Spelling,Severe
1875,9,35,16,49,24,0,5,14,6,16,33,10,12,Writing,Spelling,Reading,Profound
1876,6,33,46,26,0,34,33,28,24,26,35,22,26,Writing,Spelling,Reading,Profound
1877,8,50,23,23,26,40,41,35,41,34,32,36,37,Reading,Writing,Spelling,Severe
1878,8,33,33,29,6,29,6,10,16,7,32,14,11,Spelling,Writing,Reading,Profound
1879,7,63,64,90,67,58,88,58,61,49,72,71,56,Spelling,Writing,Reading,Mild
1880,8,8,10,21,16,36,31,10,12,4,13,28,9,Spelling,Reading,Writing,Profound
1881,8,29,21,43,17,5,12,19,9,0,31,11,9,Spelling,Writing,Reading,Profound
1882,10,38,54,34,58,72,27,40,69,25,42,52,45,Reading,Spelling,Writing,Moderate
1883,10,8,28,0,36,43,2,25,30,28,12,27,28,Reading,Writing,Spelling,Profound
1884,9,11,27,32,23,20,19,23,31,13,23,21,22,Writing,Spelling,Reading,Severe
1885,11,36,64,23,37,25,36,61,38,49,41,33,49,Writing,Reading,Spelling,Severe
1886,7,43,29,44,30,11,0,15,32,2,39,14,16,Writing,Spelling,Reading,Profound
1887,8,84,82,86,81,79,75,64,88,58,84,78,70,Spelling,Writing,Reading,Mild
1888,10,23,4,26,15,34,16,46,0,25,18,22,24,Reading,Writing,Spelling,Profound
1889,8,60,63,96,91,88,78,80,61,95,73,86,79,Reading,Spelling,Writing,Mild
1890,9,58,54,83,60,43,83,53,65,95,65,62,71,Writing,Reading,Spelling,Mild
1891,11,19,40,23,17,24,25,16,4,35,27,22,18,Spelling,Writing,Reading,Profound
1892,12,76,70,86,63,89,50,57,92,83,77,67,77,Writing,Reading,Spelling,Mild
1893,11,5,27,7,22,35,12,24,12,14,13,23,17,Reading,Spelling,Writing,Profound
1894,10,41,21,29,7,22,49,20,52,52,30,26,41,Writing,Reading,Spelling,Severe
1895,12,56,88,94,39,75,63,86,68,95,79,59,83,Writing,Reading,Spelling,Mild
1896,8,28,8,45,21,34,34,3,51,27,27,30,27,Reading,Spelling,Writing,Severe
1897,6,70,62,79,36,51,45,73,46,18,70,44,46,Writing,Spelling,Reading,Moderate
1898,6,3,15,34,20,38,6,11,0,31,17,21,14,Spelling,Reading,Writing,Profound
1899,8,35,44,28,30,52,56,55,43,52,36,46,50,Reading,Writing,Spelling,Moderate
1900,7,54,20,56,34,12,31,59,40,49,43,26,49,Writing,Reading,Spelling,Severe
1901,8,24,33,50,6,16,31,19,56,35,36,18,37,Writing,Reading,Spelling,Severe
1902,8,37,34,9,17,7,18,32,17,45,27,14,31,Writing,Reading,Spelling,Severe
1903,7,90,77,79,43,67,44,84,71,91,82,51,82,Writing,Reading,Spelling,Mild
1904,10,40,48,39,10,20,25,40,64,31,42,18,45,Writing,Reading,Spelling,Severe
1905,11,61,67,64,89,61,92,81,91,40,64,81,71,Reading,Spelling,Writing,Mild
1906,8,16,24,18,57,51,8,43,31,20,19,39,31,Reading,Spelling,Writing,Severe
1907,12,48,37,31,32,29,48,18,40,41,39,36,33,Spelling,Writing,Reading,Severe
1908,12,54,29,42,55,26,33,46,64,18,42,38,43,Writing,Reading,Spelling,Moderate
1909,6,63,55,76,71,67,62,65,56,59,65,67,60,Spelling,Reading,Writing,Mild
1910,9,100,68,62,54,82,89,77,59,69,77,75,68,Spelling,Writing,Reading,Mild
1911,6,38,22,33,11,15,32,27,12,28,31,19,22,Writing,Spelling,Reading,Profound
1912,10,31,33,29,16,18,8,7,37,35,31,14,26,Writing,Spelling,Reading,Profound
1913,9,51,25,57,33,33,11,31,24,33,44,26,29,Writing,Spelling,Reading,Severe
1914,8,47,30,55,65,30,70,29,41,44,44,55,38,Spelling,Reading,Writing,Moderate
1915,7,58,18,19,49,24,45,19,27,59,32,39,35,Reading,Spelling,Writing,Severe
1916,6,63,34,37,49,38,61,63,63,67,45,49,64,Reading,Writing,Spelling,Moderate
1917,6,52,18,14,14,20,59,12,17,53,28,31,27,Spelling,Reading,Writing,Severe
1918,11,34,29,39,25,21,35,28,21,16,34,27,22,Spelling,Writing,Reading,Profound
1919,8,57,37,39,66,28,60,23,44,53,44,51,40,Spelling,Reading,Writing,Moderate
1920,9,67,51,58,60,56,38,49,62,58,59,51,56,Writing,Spelling,Reading,Moderate
1921,6,40,29,35,40,28,42,29,52,27,35,37,36,Reading,Spelling,Writing,Severe
1922,10,20,55,45,8,51,7,39,21,59,40,22,40,Writing,Reading,Spelling,Severe
1923,10,49,67,40,53,45,30,50,76,59,52,43,62,Writing,Reading,Spelling,Moderate
1924,12,42,60,16,18,39,32,36,22,6,39,30,21,Spelling,Writing,Reading,Severe
1925,10,77,92,55,45,70,79,67,76,79,75,65,74,Writing,Spelling,Reading,Mild
1926,12,32,45,1,19,12,36,5,18,9,26,22,11,Spelling,Writing,Reading,Profound
1927,9,64,54,26,53,40,46,60,64,35,48,46,53,Writing,Reading,Spelling,Moderate
1928,11,47,52,45,35,20,22,38,63,45,48,26,49,Writing,Reading,Spelling,Moderate
1929,11,41,26,13,43,11,36,7,34,17,27,30,19,Spelling,Reading,Writing,Profound
1930,11,20,29,34,18,29,13,23,20,35,28,20,26,Writing,Spelling,Reading,Profound
1931,9,56,68,31,33,7,42,18,6,28,52,27,17,Spelling,Writing,Reading,Severe
1932,11,46,45,63,30,32,45,57,64,55,51,36,59,Writing,Reading,Spelling,Moderate
1933,6,31,16,31,31,39,3,33,20,0,26,24,18,Spelling,Writing,Reading,Profound
1934,6,52,36,41,46,54,79,52,77,21,43,60,50,Reading,Spelling,Writing,Moderate
1935,7,31,40,39,29,3,21,1,13,31,37,18,15,Spelling,Writing,Reading,Profound
1936,10,90,63,65,70,52,78,58,68,85,73,67,70,Writing,Spelling,Reading,Mild
1937,7,76,87,96,46,63,65,72,88,71,86,58,77,Writing,Spelling,Reading,Mild
1938,9,7,8,17,19,16,32,24,13,25,11,22,21,Reading,Spelling,Writing,Profound
1939,10,29,18,16,0,16,36,24,28,30,21,17,27,Writing,Reading,Spelling,Profound
1940,12,34,63,35,41,40,36,36,28,33,44,39,32,Spelling,Writing,Reading,Moderate
1941,10,49,21,19,31,45,16,15,25,33,30,31,24,Spelling,Reading,Writing,Severe
1942,12,49,58,36,52,50,7,38,23,32,48,36,31,Spelling,Writing,Reading,Severe
1943,6,51,45,46,39,33,40,58,43,34,47,37,45,Writing,Spelling,Reading,Moderate
1944,11,28,43,46,13,27,37,32,49,14,39,26,32,Writing,Spelling,Reading,Severe
1945,6,63,52,37,21,33,38,21,12,51,51,31,28,Spelling,Writing,Reading,Severe
1946,8,83,66,85,61,80,80,72,71,90,78,74,78,Writing,Reading,Spelling,Mild
1947,9,41,47,29,34,30,7,44,42,48,39,24,45,Writing,Reading,Spelling,Severe
1948,10,42,18,49,39,24,27,45,5,57,36,30,36,Writing,Reading,Spelling,Severe
1949,11,6,38,2,26,25,25,12,6,6,15,25,8,Spelling,Reading,Writing,Profound
1950,12,42,18,39,30,41,0,38,15,39,33,24,31,Writing,Spelling,Reading,Severe
1951,8,59,89,96,74,87,68,65,83,76,81,76,75,Spelling,Writing,Reading,Mild
1952,12,27,14,64,50,13,55,30,34,6,35,39,23,Spelling,Reading,Writing,Severe
1953,9,55,67,50,42,61,40,18,48,49,57,48,38,Spelling,Writing,Reading,Moderate
1954,10,36,49,35,11,16,34,29,21,25,40,20,25,Writing,Spelling,Reading,Profound
1955,6,41,51,6,33,28,40,22,4,10,33,34,12,Spelling,Reading,Writing,Severe
1956,7,26,34,26,19,48,59,33,14,57,29,42,35,Reading,Spelling,Writing,Severe
1957,6,39,48,68,80,26,57,51,49,37,52,54,46,Spelling,Reading,Writing,Moderate
1958,9,22,7,6,26,5,11,30,10,46,12,14,29,Reading,Writing,Spelling,Profound
1959,9,11,42,55,47,21,41,21,35,12,36,36,23,Spelling,Reading,Writing,Severe
1960,8,80,53,36,46,52,51,71,25,60,56,50,52,Writing,Spelling,Reading,Moderate
1961,7,78,65,64,50,85,71,85,45,82,69,69,71,Reading,Writing,Spelling,Mild
1962,9,8,20,29,15,46,37,26,12,17,19,33,18,Spelling,Reading,Writing,Severe
1963,9,44,55,24,39,57,38,67,59,32,41,45,53,Reading,Writing,Spelling,Moderate
1964,8,48,10,27,36,47,16,16,0,10,28,33,9,Spelling,Reading,Writing,Profound
1965,9,36,35,21,0,40,43,7,21,41,31,28,23,Spelling,Writing,Reading,Profound
1966,12,33,5,46,37,21,44,55,40,42,28,34,46,Reading,Writing,Spelling,Severe
1967,9,54,12,27,22,6,47,12,30,45,31,25,29,Writing,Spelling,Reading,Profound
1968,12,16,46,48,36,39,42,25,3,21,37,39,16,Spelling,Reading,Writing,Profound
1969,9,27,48,59,31,68,53,57,51,70,45,51,59,Reading,Writing,Spelling,Moderate
1970,8,0,0,5,48,12,41,31,0,31,2,34,21,Reading,Spelling,Writing,Profound
1971,12,19,4,28,13,37,0,0,19,0,17,17,6,Spelling,Reading,Writing,Profound
1972,10,9,47,33,45,33,11,52,24,57,30,30,44,Reading,Writing,Spelling,Severe
1973,8,64,10,50,16,46,17,62,35,26,41,26,41,Writing,Reading,Spelling,Severe
1974,11,40,81,38,44,34,44,15,33,57,53,41,35,Spelling,Writing,Reading,Moderate
1975,7,69,38,64,57,65,65,49,31,22,57,62,34,Spelling,Reading,Writing,Moderate
1976,7,55,51,42,68,62,15,40,48,60,49,48,49,Writing,Reading,Spelling,Moderate
1977,11,67,36,38,50,45,37,51,35,40,47,44,42,Spelling,Writing,Reading,Moderate
1978,10,50,55,53,34,49,41,52,52,44,53,41,49,Writing,Spelling,Reading,Moderate
1979,7,70,64,84,60,71,59,89,61,77,73,63,76,Writing,Reading,Spelling,Mild
1980,8,37,31,68,63,55,70,60,70,65,45,63,65,Reading,Writing,Spelling,Moderate
1981,11,52,16,43,44,13,31,59,48,43,37,29,50,Writing,Reading,Spelling,Severe
1982,8,2,36,20,33,7,41,21,2,29,19,27,17,Spelling,Reading,Writing,Profound
1983,11,28,81,57,57,74,68,50,61,59,55,66,57,Reading,Spelling,Writing,Moderate
1984,8,24,0,0,16,9,39,2,49,17,8,21,23,Reading,Writing,Spelling,Profound
1985,8,34,49,42,28,51,55,26,48,0,42,45,25,Spelling,Reading,Writing,Severe
1986,7,39,20,36,56,34,54,54,71,42,32,48,56,Reading,Writing,Spelling,Moderate
1987,7,50,54,27,37,35,43,27,29,52,44,38,36,Spelling,Writing,Reading,Severe
1988,10,32,46,36,70,39,53,75,25,57,38,54,52,Reading,Spelling,Writing,Moderate
1989,11,62,50,77,49,22,33,41,43,53,63,35,46,Writing,Spelling,Reading,Moderate
1990,6,23,50,8,33,24,41,27,7,45,27,33,26,Spelling,Reading,Writing,Profound
1991,7,55,43,56,20,15,29,39,51,51,51,21,47,Writing,Spelling,Reading,Severe
1992,11,33,34,36,54,11,26,16,24,42,34,30,27,Spelling,Writing,Reading,Severe
1993,12,40,33,24,0,15,36,14,36,3,32,17,18,Writing,Spelling,Reading,Profound
1994,11,80,64,84,71,58,67,51,75,83,76,65,70,Writing,Spelling,Reading,Mild
1995,6,47,32,68,72,21,50,69,41,60,49,48,57,Writing,Reading,Spelling,Moderate
1996,8,21,17,23,15,50,19,15,52,29,20,28,32,Reading,Writing,Spelling,Severe
1997,8,16,30,11,2,18,26,27,24,8,19,15,20,Writing,Reading,Spelling,Profound
1998,7,44,22,63,35,6,31,32,56,36,43,24,41,Writing,Spelling,Reading,Severe
1999,6,58,38,60,53,37,25,24,66,44,52,38,45,Writing,Spelling,Reading,Moderate
2000,12,29,24,40,16,29,27,35,0,21,31,24,19,Spelling,Writing,Reading,Profound
2001,9,6,26,52,42,19,40,21,21,8,28,34,17,Spelling,Reading,Writing,Profound
2002,6,31,42,31,28,44,39,10,29,23,35,37,21,Spelling,Reading,Writing,Profound
2003,10,72,37,36,45,20,19,33,44,38,48,28,38,Writing,Spelling,Reading,Moderate
2004,12,43,26,46,53,18,50,27,40,6,38,40,24,Spelling,Reading,Writing,Severe
2005,7,65,81,82,74,53,84,55,79,71,76,70,68,Spelling,Writing,Reading,Mild
2006,7,33,40,30,48,7,47,20,0,46,34,34,22,Spelling,Reading,Writing,Severe
2007,9,51,23,17,37,38,43,36,48,53,30,39,46,Reading,Writing,Spelling,Severe
2008,6,31,15,61,30,21,22,25,22,30,36,24,26,Writing,Spelling,Reading,Severe
2009,11,40,56,43,64,33,57,68,41,33,46,51,47,Reading,Spelling,Writing,Moderate
2010,12,27,51,43,37,41,23,23,19,42,40,34,28,Spelling,Writing,Reading,Severe
2011,6,78,80,72,87,68,70,68,47,77,77,75,64,Spelling,Writing,Reading,Mild
2012,12,32,33,62,40,24,23,52,41,42,42,29,45,Writing,Reading,Spelling,Severe
2013,9,35,27,31,0,21,26,8,27,34,31,16,23,Writing,Spelling,Reading,Profound
2014,8,3,35,24,15,6,17,22,0,27,21,13,16,Writing,Spelling,Reading,Profound
2015,9,35,30,65,44,32,42,52,49,68,43,39,56,Writing,Reading,Spelling,Moderate
2016,8,37,45,19,27,35,45,48,18,57,34,36,41,Reading,Writing,Spelling,Severe
2017,11,24,26,10,14,22,31,13,28,43,20,22,28,Reading,Writing,Spelling,Profound
2018,11,41,63,40,32,57,53,42,41,49,48,47,44,Spelling,Writing,Reading,Moderate
2019,8,43,29,33,29,59,41,54,18,44,35,43,39,Reading,Spelling,Writing,Severe
2020,8,13,55,18,42,37,17,23,16,27,29,32,22,Spelling,Reading,Writing,Severe
2021,11,79,60,56,75,68,58,29,64,31,65,67,41,Spelling,Reading,Writing,Moderate
2022,8,64,24,51,59,51,52,52,64,65,46,54,60,Reading,Writing,Spelling,Moderate
2023,12,4,28,11,40,10,23,11,15,37,14,24,21,Reading,Spelling,Writing,Profound
2024,7,26,32,33,40,21,23,18,44,45,30,28,36,Writing,Reading,Spelling,Severe
2025,8,93,52,95,64,57,93,81,44,96,80,71,74,Writing,Spelling,Reading,Mild
2026,6,15,39,51,17,42,25,40,41,39,35,28,40,Writing,Reading,Spelling,Severe
2027,7,33,27,26,17,25,29,16,49,26,29,24,30,Writing,Reading,Spelling,Profound
2028,8,88,85,84,88,62,64,93,71,85,86,71,83,Writing,Spelling,Reading,Mild
2029,6,64,74,79,49,57,79,42,45,50,72,62,46,Spelling,Writing,Reading,Moderate
2030,10,41,20,12,8,46,18,9,48,21,24,24,26,Reading,Writing,Spelling,Severe
2031,6,21,20,33,21,7,23,34,9,10,25,17,18,Writing,Spelling,Reading,Profound
2032,6,39,45,35,10,38,16,31,27,53,40,21,37,Writing,Spelling,Reading,Severe
2033,12,53,35,59,55,29,32,48,77,60,49,39,62,Writing,Reading,Spelling,Moderate
2034,8,48,25,20,0,36,30,16,8,26,31,22,17,Spelling,Writing,Reading,Profound
2035,7,99,95,48,56,91,77,61,76,84,81,75,74,Spelling,Writing,Reading,Mild
2036,9,26,27,27,11,30,22,27,12,3,27,21,14,Spelling,Writing,Reading,Profound
2037,12,36,27,16,33,12,34,21,0,18,26,26,13,Spelling,Reading,Writing,Profound
2038,12,78,64,40,20,37,26,20,42,47,61,28,36,Writing,Spelling,Reading,Moderate
2039,7,10,9,40,21,0,32,22,46,5,20,18,24,Writing,Reading,Spelling,Profound
2040,8,24,10,43,41,22,15,11,19,11,26,26,14,Spelling,Reading,Writing,Profound
2041,10,37,33,27,1,33,41,19,31,22,32,25,24,Spelling,Writing,Reading,Severe
2042,8,56,41,65,41,51,68,48,42,69,54,53,53,Writing,Spelling,Reading,Moderate
2043,9,27,26,34,28,17,33,17,0,16,29,26,11,Spelling,Writing,Reading,Profound
