id,age,reading_speed,reading_accuracy,reading_comprehension,writing_speed,writing_quality,grammar_sentence,phonetic_spelling,irregular_word_spelling,spelling_accuracy,reading_avg,writing_avg,spelling_avg,primary_focus,secondary_focus,tertiary_focus,difficulty_level
4238,13,62,44,38,47,73,50,62,56,27,48,57,48,Reading,Spelling,Writing,Moderate
4239,11,1,24,13,27,20,19,10,25,16,13,22,17,Reading,Spelling,Writing,Profound
4240,12,66,58,32,23,8,17,14,43,30,52,16,29,Writing,Spelling,Reading,Severe
4241,8,46,36,54,23,14,11,14,40,25,45,16,26,Writing,Spelling,Reading,Profound
4242,9,25,36,68,68,38,25,53,57,31,43,44,47,Reading,Writing,Spelling,Moderate
4243,12,66,72,52,67,70,62,74,55,31,63,66,53,Spelling,Reading,Writing,Moderate
4244,12,33,58,53,27,39,70,62,22,68,48,45,51,Writing,Reading,Spelling,Moderate
4245,16,76,43,70,31,51,38,68,44,59,63,40,57,Writing,Spelling,Reading,Moderate
4246,15,53,38,35,42,19,13,23,37,48,42,25,36,Writing,Spelling,Reading,Severe
4247,8,0,29,42,10,37,17,9,24,0,24,21,11,Spelling,Writing,Reading,Profound
4248,13,63,48,46,39,70,45,42,30,48,52,51,40,Spelling,Writing,Reading,Moderate
4249,18,31,40,47,19,14,17,0,15,20,39,17,12,Spelling,Writing,Reading,Profound
4250,10,62,19,19,19,35,17,23,13,34,33,24,23,Spelling,Writing,Reading,Severe
4251,6,22,26,39,58,40,65,43,58,33,29,54,45,Reading,Spelling,Writing,Severe
4252,7,29,20,51,45,51,31,34,53,29,33,42,39,Reading,Spelling,Writing,Severe
4253,7,87,65,55,88,69,75,60,60,82,69,77,67,Spelling,Reading,Writing,Mild
4254,17,32,43,52,61,67,27,51,52,42,42,52,48,Reading,Spelling,Writing,Moderate
4255,14,58,55,72,77,64,59,66,71,68,62,67,68,Reading,Writing,Spelling,Mild
4256,11,75,69,52,90,63,55,58,60,78,65,69,65,Reading,Spelling,Writing,Mild
4257,13,16,13,15,35,31,33,21,44,26,15,33,30,Reading,Spelling,Writing,Profound
4258,18,55,36,35,47,36,7,27,34,32,42,30,31,Writing,Spelling,Reading,Severe
4259,9,41,36,21,26,42,0,13,21,8,33,23,14,Spelling,Writing,Reading,Profound
4260,9,10,19,20,49,10,30,51,10,24,16,30,28,Reading,Spelling,Writing,Severe
4261,8,7,34,6,2,6,19,24,51,2,16,9,26,Writing,Reading,Spelling,Profound
4262,12,60,97,76,52,87,48,69,72,62,78,62,68,Writing,Spelling,Reading,Mild
4263,12,100,79,63,79,65,79,60,51,77,81,74,63,Spelling,Writing,Reading,Mild
4264,12,24,57,24,28,11,36,41,24,26,35,25,30,Writing,Spelling,Reading,Severe
4265,15,18,14,9,25,16,38,28,10,31,14,26,23,Reading,Spelling,Writing,Profound
4266,9,47,43,29,68,33,62,66,75,60,40,54,67,Reading,Writing,Spelling,Moderate
4267,11,19,15,20,27,15,11,17,12,2,18,18,10,Spelling,Reading,Writing,Profound
4268,14,16,16,44,18,25,29,55,50,44,25,24,50,Writing,Reading,Spelling,Severe
4269,13,49,28,46,54,32,54,42,42,62,41,47,49,Reading,Writing,Spelling,Moderate
4270,8,68,78,96,43,87,55,78,87,54,81,62,73,Writing,Spelling,Reading,Mild
4271,16,43,21,62,43,61,44,53,62,57,42,49,57,Reading,Writing,Spelling,Moderate
4272,7,34,14,7,24,0,19,0,20,24,18,14,15,Writing,Spelling,Reading,Profound
4273,18,50,46,26,41,32,24,37,45,14,41,32,32,Writing,Spelling,Reading,Severe
4274,17,29,51,55,74,55,47,64,27,53,45,59,48,Reading,Spelling,Writing,Moderate
4275,10,27,26,4,10,28,4,6,41,30,19,14,26,Writing,Reading,Spelling,Profound
4276,13,22,7,15,17,12,47,7,18,12,15,25,12,Spelling,Reading,Writing,Profound
4277,15,16,33,19,43,11,24,23,14,13,23,26,17,Spelling,Reading,Writing,Profound
4278,7,78,61,82,70,65,84,72,67,92,74,73,77,Writing,Reading,Spelling,Mild
4279,8,55,21,26,46,35,13,48,54,31,34,31,44,Writing,Reading,Spelling,Severe
4280,7,36,40,32,36,19,13,27,59,12,36,23,33,Writing,Spelling,Reading,Severe
4281,15,35,23,14,10,26,7,33,21,32,24,14,29,Writing,Reading,Spelling,Profound
4282,14,50,32,25,37,23,1,42,40,37,36,20,40,Writing,Reading,Spelling,Severe
4283,8,70,64,72,18,29,35,48,41,37,69,27,42,Writing,Spelling,Reading,Moderate
4284,13,20,3,0,1,19,5,16,8,17,8,8,14,Reading,Writing,Spelling,Profound
4285,10,44,32,54,11,39,29,35,30,34,43,26,33,Writing,Spelling,Reading,Severe
4286,12,27,27,50,16,0,26,35,0,37,35,14,24,Writing,Spelling,Reading,Profound
4287,15,48,20,9,28,10,28,36,29,24,26,22,30,Writing,Reading,Spelling,Severe
4288,11,42,35,46,53,45,49,64,60,36,41,49,53,Reading,Writing,Spelling,Moderate
4289,11,65,30,49,40,41,35,68,69,69,48,39,69,Writing,Reading,Spelling,Moderate
4290,17,36,39,25,23,26,0,5,30,12,33,16,16,Writing,Spelling,Reading,Profound
4291,7,9,3,4,18,49,4,7,5,26,5,24,13,Reading,Spelling,Writing,Profound
4292,17,44,75,48,21,50,53,53,19,38,56,41,37,Spelling,Writing,Reading,Moderate
4293,8,4,29,26,27,17,29,7,12,12,20,24,10,Spelling,Reading,Writing,Profound
4294,8,42,18,31,28,19,9,14,13,38,30,19,22,Writing,Spelling,Reading,Profound
4295,6,19,5,7,1,34,0,22,26,8,10,12,19,Reading,Writing,Spelling,Profound
4296,12,54,46,84,46,37,50,34,44,60,61,44,46,Writing,Spelling,Reading,Moderate
4297,8,5,11,12,31,10,26,47,11,37,9,22,32,Reading,Writing,Spelling,Profound
4298,17,7,26,33,25,0,25,11,22,6,22,17,13,Spelling,Writing,Reading,Profound
4299,17,14,48,54,4,41,32,32,41,42,39,26,38,Writing,Spelling,Reading,Severe
4300,13,49,35,24,21,68,48,52,48,54,36,46,51,Reading,Writing,Spelling,Moderate
4301,15,70,66,80,46,55,47,76,16,57,72,49,50,Writing,Spelling,Reading,Moderate
4302,18,52,57,64,65,55,66,47,60,79,58,62,62,Reading,Writing,Spelling,Moderate
4303,17,47,78,49,57,69,30,53,63,63,58,52,60,Writing,Reading,Spelling,Moderate
4304,6,80,66,69,88,69,64,83,76,82,72,74,80,Reading,Writing,Spelling,Mild
4305,9,28,39,45,16,21,37,1,15,21,37,25,12,Spelling,Writing,Reading,Profound
4306,6,28,54,34,34,39,45,33,11,55,39,39,33,Spelling,Reading,Writing,Severe
4307,11,33,0,8,0,22,28,10,6,34,14,17,17,Reading,Writing,Spelling,Profound
4308,8,21,42,0,33,11,30,39,35,41,21,25,38,Reading,Writing,Spelling,Profound
4309,6,92,72,70,81,80,89,60,60,72,78,83,64,Spelling,Reading,Writing,Mild
4310,6,6,15,39,11,28,16,10,33,13,20,18,19,Writing,Spelling,Reading,Profound
4311,12,44,33,24,58,11,29,30,7,39,34,33,25,Spelling,Writing,Reading,Severe
4312,13,49,29,48,47,43,24,34,47,15,42,38,32,Spelling,Writing,Reading,Severe
4313,13,56,52,80,40,60,33,36,72,52,63,44,53,Writing,Spelling,Reading,Moderate
4314,13,48,41,20,50,18,13,55,45,27,36,27,42,Writing,Reading,Spelling,Severe
4315,12,23,39,22,26,40,35,58,19,35,28,34,37,Reading,Writing,Spelling,Severe
4316,8,66,48,51,40,53,13,43,49,36,55,35,43,Writing,Spelling,Reading,Moderate
4317,9,85,75,60,60,55,50,81,78,46,73,55,68,Writing,Spelling,Reading,Mild
4318,10,89,87,55,86,78,41,62,81,67,77,68,70,Writing,Spelling,Reading,Mild
4319,10,28,21,53,53,37,31,77,34,50,34,40,54,Reading,Writing,Spelling,Moderate
4320,8,11,53,48,25,59,42,46,20,48,37,42,38,Reading,Spelling,Writing,Severe
4321,9,32,37,0,19,8,28,0,0,12,23,18,4,Spelling,Writing,Reading,Profound
4322,9,63,56,73,59,49,78,67,42,50,64,62,53,Spelling,Writing,Reading,Moderate
4323,8,26,23,29,0,32,43,7,28,45,26,25,27,Writing,Reading,Spelling,Profound
4324,7,34,54,27,36,30,10,33,14,18,38,25,22,Spelling,Writing,Reading,Profound
4325,14,19,65,44,61,53,37,54,36,52,43,50,47,Reading,Spelling,Writing,Moderate
4326,10,45,46,35,38,18,41,51,59,47,42,32,52,Writing,Reading,Spelling,Moderate
4327,8,42,34,18,12,33,45,39,42,39,31,30,40,Writing,Reading,Spelling,Profound
4328,7,34,34,25,19,12,17,13,48,57,31,16,39,Writing,Reading,Spelling,Severe
4329,12,70,51,63,35,48,58,44,22,61,61,47,42,Spelling,Writing,Reading,Moderate
4330,9,54,50,46,38,67,58,52,81,55,50,54,63,Reading,Writing,Spelling,Moderate
4331,15,16,37,32,16,50,17,5,25,45,28,28,25,Spelling,Reading,Writing,Severe
4332,7,42,37,32,28,58,61,60,33,21,37,49,38,Reading,Spelling,Writing,Moderate
4333,11,76,24,59,26,22,68,47,61,53,53,39,54,Writing,Reading,Spelling,Moderate
4334,13,34,29,44,62,46,41,45,37,33,36,50,38,Reading,Spelling,Writing,Severe
4335,7,39,30,33,18,24,45,14,0,19,34,29,11,Spelling,Writing,Reading,Profound
4336,8,59,54,89,78,79,81,66,56,50,67,79,57,Spelling,Reading,Writing,Mild
4337,16,87,62,77,41,90,59,79,95,67,75,63,80,Writing,Reading,Spelling,Mild
4338,13,51,78,43,27,48,29,33,24,46,57,35,34,Spelling,Writing,Reading,Moderate
4339,16,33,23,4,20,30,41,2,25,30,20,30,19,Spelling,Reading,Writing,Profound
4340,7,28,52,21,45,40,34,23,3,31,34,40,19,Spelling,Reading,Writing,Severe
4341,12,20,28,31,72,59,49,41,31,42,26,60,38,Reading,Spelling,Writing,Moderate
4342,18,57,43,62,50,35,49,66,54,66,54,45,62,Writing,Reading,Spelling,Moderate
4343,10,49,75,30,40,24,34,44,38,31,51,33,38,Writing,Spelling,Reading,Moderate
4344,10,47,46,25,20,30,26,62,60,32,39,25,51,Writing,Reading,Spelling,Severe
4345,13,72,52,69,47,51,45,69,45,46,64,48,53,Writing,Spelling,Reading,Moderate
4346,11,49,1,39,9,22,0,27,23,23,30,10,24,Writing,Spelling,Reading,Profound
4347,12,24,23,54,21,17,59,43,23,53,34,32,40,Writing,Reading,Spelling,Severe
4348,17,50,65,46,49,12,46,46,16,26,54,36,29,Spelling,Writing,Reading,Severe
4349,10,65,49,59,40,22,78,70,69,35,58,47,58,Writing,Reading,Spelling,Moderate
4350,8,57,61,68,25,63,28,46,32,64,62,39,47,Writing,Spelling,Reading,Moderate
4351,12,2,31,0,19,17,12,20,24,37,11,16,27,Reading,Writing,Spelling,Profound
4352,14,72,80,57,40,55,36,47,65,62,70,44,58,Writing,Spelling,Reading,Moderate
4353,10,45,63,73,55,52,66,32,62,19,60,58,38,Spelling,Writing,Reading,Moderate
4354,7,36,21,17,7,0,44,24,0,27,25,17,17,Writing,Spelling,Reading,Profound
4355,14,74,77,49,18,38,49,33,37,52,67,35,41,Writing,Spelling,Reading,Moderate
4356,6,10,29,3,12,8,1,19,25,5,14,7,16,Writing,Reading,Spelling,Profound
4357,9,32,35,34,19,16,0,10,0,24,34,12,11,Spelling,Writing,Reading,Profound
4358,6,96,94,76,73,94,86,62,54,82,89,84,66,Spelling,Writing,Reading,Mild
4359,13,41,51,34,15,57,55,56,49,47,42,42,51,Reading,Writing,Spelling,Moderate
4360,16,7,38,23,40,20,17,30,30,35,23,26,32,Reading,Writing,Spelling,Profound
4361,12,58,55,51,48,53,21,36,16,38,55,41,30,Spelling,Writing,Reading,Severe
4362,7,35,54,30,42,37,62,27,51,24,40,47,34,Spelling,Reading,Writing,Moderate
4363,11,58,40,39,72,35,57,39,24,48,46,55,37,Spelling,Reading,Writing,Moderate
4364,13,34,35,23,7,12,15,42,31,39,31,11,37,Writing,Reading,Spelling,Severe
4365,16,63,45,72,48,57,54,46,61,27,60,53,45,Spelling,Writing,Reading,Moderate
4366,15,50,48,72,56,43,49,29,42,42,57,49,38,Spelling,Writing,Reading,Moderate
4367,10,16,35,36,30,14,25,19,11,23,29,23,18,Spelling,Writing,Reading,Profound
4368,7,8,28,33,18,10,36,0,0,41,23,21,14,Spelling,Writing,Reading,Profound
4369,12,20,21,40,20,25,0,6,1,5,27,15,4,Spelling,Writing,Reading,Profound
4370,15,45,41,36,28,27,47,52,26,15,41,34,31,Spelling,Writing,Reading,Severe
4371,16,16,21,25,35,29,9,0,32,27,21,24,20,Spelling,Reading,Writing,Profound
4372,15,5,33,49,23,12,24,10,46,11,29,20,22,Writing,Spelling,Reading,Profound
4373,17,59,50,54,23,61,27,35,24,32,54,37,30,Spelling,Writing,Reading,Severe
4374,8,25,66,47,43,64,16,72,61,43,46,41,59,Writing,Reading,Spelling,Moderate
4375,10,51,59,56,57,57,21,25,35,78,55,45,46,Writing,Spelling,Reading,Moderate
4376,12,12,49,14,22,10,19,40,65,45,25,17,50,Writing,Reading,Spelling,Severe
4377,9,86,63,89,51,63,72,46,86,53,79,62,62,Writing,Spelling,Reading,Mild
4378,14,52,33,64,26,58,47,75,58,52,50,44,62,Writing,Reading,Spelling,Moderate
4379,16,57,31,42,66,53,54,43,41,64,43,58,49,Reading,Spelling,Writing,Moderate
4380,16,90,94,72,88,84,58,82,40,87,85,77,70,Spelling,Writing,Reading,Mild
4381,9,52,52,49,22,28,30,51,48,19,51,27,39,Writing,Spelling,Reading,Severe
4382,10,0,23,15,36,43,39,27,11,11,13,39,16,Reading,Spelling,Writing,Profound
4383,8,79,33,64,47,35,43,27,38,52,59,42,39,Spelling,Writing,Reading,Moderate
4384,10,79,79,42,77,50,59,72,38,59,67,62,56,Spelling,Writing,Reading,Moderate
4385,18,29,35,38,18,10,9,35,40,24,34,12,33,Writing,Spelling,Reading,Severe
4386,10,78,85,68,78,88,79,68,47,79,77,82,65,Spelling,Reading,Writing,Mild
4387,9,4,26,30,3,31,39,0,8,2,20,24,3,Spelling,Reading,Writing,Profound
4388,11,45,77,38,53,45,59,70,38,63,53,52,57,Writing,Reading,Spelling,Moderate
4389,10,26,5,47,42,49,56,8,55,23,26,49,29,Reading,Spelling,Writing,Severe
4390,13,28,26,23,40,35,21,33,21,34,26,32,29,Reading,Spelling,Writing,Profound
4391,8,42,63,54,52,20,45,43,53,36,53,39,44,Writing,Spelling,Reading,Moderate
4392,8,58,63,55,46,50,32,40,37,73,59,43,50,Writing,Spelling,Reading,Moderate
4393,6,47,78,71,82,64,87,100,66,75,65,78,80,Reading,Writing,Spelling,Mild
4394,18,19,0,15,26,22,37,17,14,22,11,28,18,Reading,Spelling,Writing,Profound
4395,10,88,90,74,95,88,92,100,58,61,84,92,73,Spelling,Reading,Writing,Mild
4396,8,91,76,68,82,91,88,61,77,93,78,87,77,Spelling,Reading,Writing,Mild
4397,18,67,27,18,45,59,52,40,11,6,37,52,19,Spelling,Reading,Writing,Severe
4398,10,33,43,77,49,64,36,33,28,29,51,50,30,Spelling,Writing,Reading,Moderate
4399,7,58,59,36,60,34,23,25,48,67,51,39,47,Writing,Spelling,Reading,Moderate
4400,15,44,27,19,26,40,22,26,11,13,30,29,17,Spelling,Writing,Reading,Profound
4401,8,71,67,52,32,35,60,17,48,59,63,42,41,Spelling,Writing,Reading,Moderate
4402,6,29,30,10,4,47,35,46,32,21,23,29,33,Reading,Writing,Spelling,Severe
4403,7,51,15,42,28,45,42,11,24,38,36,38,24,Spelling,Reading,Writing,Severe
4404,14,63,63,87,73,54,90,93,63,65,71,72,74,Reading,Writing,Spelling,Mild
4405,6,12,30,3,28,6,29,29,47,31,15,21,36,Reading,Writing,Spelling,Profound
4406,15,28,33,35,32,19,16,34,34,14,32,22,27,Writing,Spelling,Reading,Profound
4407,6,62,89,69,59,44,49,84,66,72,73,51,74,Writing,Reading,Spelling,Mild
4408,10,41,39,31,7,42,21,13,39,48,37,23,33,Writing,Spelling,Reading,Profound
4409,10,32,39,40,17,34,54,2,30,54,37,35,29,Spelling,Writing,Reading,Severe
4410,11,56,33,53,51,24,55,76,59,75,47,43,70,Writing,Reading,Spelling,Moderate
4411,18,48,36,38,68,33,75,59,65,63,41,59,62,Reading,Writing,Spelling,Moderate
4412,9,24,8,23,21,27,22,64,64,17,18,23,48,Reading,Writing,Spelling,Severe
4413,14,65,43,47,47,62,41,40,76,48,52,50,55,Writing,Reading,Spelling,Moderate
4414,18,41,20,39,40,46,21,41,28,20,33,36,30,Spelling,Reading,Writing,Severe
4415,18,60,70,51,29,26,37,50,17,55,60,31,41,Writing,Spelling,Reading,Moderate
4416,6,33,38,13,14,0,29,29,33,2,28,14,21,Writing,Spelling,Reading,Profound
4417,16,6,36,0,27,29,42,5,13,20,14,33,13,Spelling,Reading,Writing,Profound
4418,14,25,64,64,2,16,33,26,32,41,51,17,33,Writing,Spelling,Reading,Severe
4419,18,48,74,50,20,72,37,57,32,45,57,43,45,Writing,Spelling,Reading,Moderate
4420,14,77,34,55,42,43,57,37,30,81,55,47,49,Writing,Spelling,Reading,Moderate
4421,10,0,40,36,29,24,38,45,0,16,25,30,20,Spelling,Reading,Writing,Profound
4422,9,35,28,25,9,20,9,23,29,21,29,13,24,Writing,Spelling,Reading,Profound
4423,14,33,21,25,16,20,9,42,31,51,26,15,41,Writing,Reading,Spelling,Severe
4424,13,57,100,89,68,70,66,78,63,96,82,68,79,Writing,Spelling,Reading,Mild
4425,8,67,35,60,19,59,73,50,35,56,54,50,47,Spelling,Writing,Reading,Moderate
4426,8,10,54,8,41,51,41,42,40,37,24,44,40,Reading,Spelling,Writing,Severe
4427,18,34,55,46,27,18,33,12,37,26,45,26,25,Spelling,Writing,Reading,Severe
4428,17,93,94,75,80,80,66,74,54,54,87,75,61,Spelling,Writing,Reading,Mild
4429,6,10,35,41,22,5,32,7,32,16,29,20,18,Spelling,Writing,Reading,Profound
4430,16,68,69,91,76,66,82,71,65,69,76,75,68,Spelling,Writing,Reading,Mild
4431,8,48,37,39,32,31,41,38,73,51,41,35,54,Writing,Reading,Spelling,Moderate
4432,9,29,16,32,17,26,25,34,0,12,26,23,15,Spelling,Writing,Reading,Profound
4433,7,38,18,24,12,0,6,16,15,7,27,6,13,Writing,Spelling,Reading,Profound
4434,11,40,58,24,26,59,28,42,22,48,41,38,37,Spelling,Writing,Reading,Severe
4435,15,74,79,73,57,68,64,70,97,66,75,63,78,Writing,Reading,Spelling,Mild
4436,14,33,17,58,12,47,9,23,44,54,36,23,40,Writing,Reading,Spelling,Severe
4437,12,35,34,34,34,19,37,29,32,51,34,30,37,Writing,Reading,Spelling,Severe
4438,11,35,58,31,55,23,37,47,22,33,41,38,34,Spelling,Writing,Reading,Severe
4439,6,29,40,46,59,48,57,57,50,48,38,55,52,Reading,Spelling,Writing,Moderate
4440,11,88,96,92,58,70,69,56,59,68,92,66,61,Spelling,Writing,Reading,Mild
4441,12,49,63,56,19,35,57,66,43,38,56,37,49,Writing,Spelling,Reading,Moderate
4442,14,34,31,24,32,15,17,22,29,36,30,21,29,Writing,Spelling,Reading,Severe
4443,10,69,52,69,41,58,57,66,39,29,63,52,45,Spelling,Writing,Reading,Moderate
4444,13,64,43,54,63,41,54,17,60,61,54,53,46,Spelling,Writing,Reading,Moderate
4445,9,52,46,60,44,50,37,44,35,14,53,44,31,Spelling,Writing,Reading,Severe
4446,13,21,36,35,38,44,22,22,0,39,31,35,20,Spelling,Reading,Writing,Severe
4447,6,37,50,72,23,60,37,55,35,42,53,40,44,Writing,Spelling,Reading,Moderate
4448,10,39,24,37,52,65,58,78,41,48,33,58,56,Reading,Spelling,Writing,Moderate
4449,13,50,42,55,70,39,74,38,69,43,49,61,50,Reading,Spelling,Writing,Moderate
4450,16,28,50,63,45,20,46,64,38,55,47,37,52,Writing,Reading,Spelling,Moderate
4451,13,76,76,45,37,44,38,51,51,23,66,40,42,Writing,Spelling,Reading,Moderate
4452,15,100,87,94,72,81,58,60,75,50,94,70,62,Spelling,Writing,Reading,Mild
4453,17,39,43,41,44,58,60,47,38,65,41,54,50,Reading,Spelling,Writing,Moderate
4454,14,26,45,25,28,28,26,30,39,30,32,27,33,Writing,Reading,Spelling,Severe
4455,17,24,0,29,0,1,2,23,36,24,18,1,28,Writing,Reading,Spelling,Profound
4456,18,18,53,20,45,42,28,35,18,50,30,38,34,Reading,Spelling,Writing,Severe
4457,16,28,27,64,25,15,21,37,47,38,40,20,41,Writing,Reading,Spelling,Severe
4458,7,18,20,46,46,6,26,36,39,48,28,26,41,Writing,Reading,Spelling,Severe
4459,14,38,36,78,55,59,44,49,38,51,51,53,46,Spelling,Reading,Writing,Moderate
4460,10,19,24,33,48,13,38,32,18,23,25,33,24,Spelling,Reading,Writing,Severe
4461,10,39,44,42,47,70,63,72,73,39,42,60,61,Reading,Writing,Spelling,Moderate
4462,18,22,41,34,35,38,38,31,34,15,32,37,27,Spelling,Reading,Writing,Severe
4463,7,15,31,3,11,18,8,40,20,36,16,12,32,Writing,Reading,Spelling,Profound
4464,14,47,43,36,34,7,26,23,19,31,42,22,24,Writing,Spelling,Reading,Profound
4465,18,6,42,68,22,45,52,35,9,4,39,40,16,Spelling,Reading,Writing,Severe
4466,10,93,72,98,75,83,83,75,87,62,88,80,75,Spelling,Writing,Reading,Mild
4467,14,57,76,57,34,55,40,55,29,21,63,43,35,Spelling,Writing,Reading,Moderate
4468,9,31,9,18,5,26,0,18,26,31,19,10,25,Writing,Reading,Spelling,Profound
4469,11,58,67,28,58,29,48,43,66,29,51,45,46,Writing,Spelling,Reading,Moderate
4470,14,11,62,28,36,42,12,47,41,34,34,30,41,Writing,Reading,Spelling,Severe
4471,14,79,80,71,62,55,76,96,89,72,77,64,86,Writing,Reading,Spelling,Mild
4472,14,65,62,51,54,21,61,30,61,30,59,45,40,Spelling,Writing,Reading,Moderate
4473,15,62,79,61,72,45,64,70,73,52,67,60,65,Writing,Spelling,Reading,Mild
4474,8,52,59,44,43,25,60,41,34,25,52,43,33,Spelling,Writing,Reading,Moderate
4475,17,35,33,53,36,32,64,29,46,38,40,44,38,Spelling,Reading,Writing,Severe
4476,6,74,66,64,46,49,33,56,59,46,68,43,54,Writing,Spelling,Reading,Moderate
4477,14,35,5,19,19,19,29,5,20,27,20,22,17,Spelling,Reading,Writing,Profound
4478,6,14,30,49,47,50,32,22,27,6,31,43,18,Spelling,Reading,Writing,Severe
4479,15,43,71,61,69,50,53,49,39,35,58,57,41,Spelling,Writing,Reading,Moderate
4480,11,15,37,40,20,40,1,7,27,49,31,20,28,Writing,Spelling,Reading,Severe
4481,16,37,37,54,48,50,44,38,25,40,43,47,34,Spelling,Reading,Writing,Moderate
4482,14,16,20,10,15,24,15,0,22,21,15,18,14,Spelling,Reading,Writing,Profound
4483,15,72,48,55,35,48,37,63,44,53,58,40,53,Writing,Spelling,Reading,Moderate
4484,7,38,36,59,62,46,59,35,26,49,44,56,37,Spelling,Reading,Writing,Moderate
4485,16,34,38,0,26,22,20,33,16,6,24,23,18,Spelling,Writing,Reading,Profound
4486,17,75,66,94,77,76,40,69,77,96,78,64,81,Writing,Reading,Spelling,Mild
4487,10,58,48,51,44,24,64,38,63,43,52,44,48,Writing,Spelling,Reading,Moderate
4488,16,51,40,34,52,53,52,45,42,60,42,52,49,Reading,Spelling,Writing,Moderate
4489,16,20,51,60,19,30,35,34,34,33,44,28,34,Writing,Spelling,Reading,Severe
4490,16,58,11,52,7,39,24,21,28,41,40,23,30,Writing,Spelling,Reading,Severe
4491,11,76,83,75,89,66,49,95,64,67,78,68,75,Writing,Spelling,Reading,Mild
4492,15,59,48,29,7,6,0,33,20,43,45,4,32,Writing,Spelling,Reading,Severe
4493,16,31,30,34,36,18,12,15,16,24,32,22,18,Spelling,Writing,Reading,Profound
4494,7,31,59,28,73,29,67,61,26,58,39,56,48,Reading,Spelling,Writing,Moderate
4495,14,34,4,2,41,27,34,18,27,9,13,34,18,Reading,Spelling,Writing,Profound
4496,9,18,47,33,33,50,27,32,39,0,33,37,24,Spelling,Reading,Writing,Severe
4497,16,29,19,30,30,4,30,13,37,12,26,21,21,Writing,Spelling,Reading,Profound
4498,15,49,46,41,45,41,19,22,16,43,45,35,27,Spelling,Writing,Reading,Severe
4499,12,8,42,43,16,27,14,4,35,0,31,19,13,Spelling,Writing,Reading,Profound
4500,7,11,5,38,10,27,3,3,23,7,18,13,11,Spelling,Writing,Reading,Profound
4501,12,37,40,15,4,5,20,9,18,23,31,10,17,Writing,Spelling,Reading,Profound
4502,16,2,26,34,11,30,36,17,1,45,21,26,21,Reading,Spelling,Writing,Profound
4503,14,47,62,57,28,48,41,47,46,31,55,39,41,Writing,Spelling,Reading,Moderate
4504,6,46,77,65,32,57,42,43,47,51,63,44,47,Writing,Spelling,Reading,Moderate
4505,13,60,61,25,52,43,54,45,55,73,49,50,58,Reading,Writing,Spelling,Moderate
4506,8,49,41,59,41,28,29,55,48,23,50,33,42,Writing,Spelling,Reading,Severe
4507,14,41,45,25,41,29,32,54,70,49,37,34,58,Writing,Reading,Spelling,Moderate
4508,13,60,85,66,80,72,45,61,60,93,70,66,71,Writing,Reading,Spelling,Mild
4509,9,75,38,72,24,49,42,43,54,53,62,38,50,Writing,Spelling,Reading,Moderate
4510,16,97,86,85,88,59,69,55,74,68,89,72,66,Spelling,Writing,Reading,Mild
4511,7,33,19,20,43,37,38,46,55,24,24,39,42,Reading,Writing,Spelling,Severe
4512,17,32,18,48,45,51,34,47,38,26,33,43,37,Reading,Spelling,Writing,Severe
4513,9,50,50,60,59,35,27,19,59,64,53,40,47,Writing,Spelling,Reading,Moderate
4514,6,61,68,59,33,57,37,56,72,40,63,42,56,Writing,Spelling,Reading,Moderate
4515,7,34,7,5,13,25,19,28,16,45,15,19,30,Reading,Writing,Spelling,Profound
4516,15,64,63,31,78,56,43,77,38,75,53,59,63,Reading,Writing,Spelling,Moderate
4517,14,28,54,47,34,27,27,23,51,28,43,29,34,Writing,Spelling,Reading,Severe
4518,17,61,51,64,78,48,81,52,90,83,59,69,75,Reading,Writing,Spelling,Mild
4519,14,13,18,36,45,0,39,3,28,30,22,28,20,Spelling,Reading,Writing,Profound
4520,8,25,11,9,0,21,22,22,14,28,15,14,21,Writing,Reading,Spelling,Profound
4521,13,61,43,69,44,76,34,42,25,39,58,51,35,Spelling,Writing,Reading,Moderate
4522,6,18,23,43,3,17,18,11,12,19,28,13,14,Writing,Spelling,Reading,Profound
4523,15,83,71,82,93,77,51,60,69,75,79,74,68,Spelling,Writing,Reading,Mild
4524,17,15,5,46,13,45,50,55,17,20,22,36,31,Reading,Spelling,Writing,Severe
4525,13,58,24,62,54,49,67,71,50,42,48,57,54,Reading,Spelling,Writing,Moderate
4526,7,46,31,44,11,25,54,43,8,25,40,30,25,Spelling,Writing,Reading,Severe
4527,17,94,87,73,83,63,71,83,91,43,85,72,72,Writing,Spelling,Reading,Mild
4528,11,75,74,75,67,74,100,58,80,59,75,80,66,Spelling,Reading,Writing,Mild
4529,10,21,13,1,36,38,10,22,29,29,12,28,27,Reading,Spelling,Writing,Profound
4530,7,26,44,48,25,46,4,35,37,54,39,25,42,Writing,Reading,Spelling,Severe
4531,10,15,44,36,51,35,31,19,18,61,32,39,33,Reading,Spelling,Writing,Severe
4532,10,19,43,39,15,9,0,16,23,3,34,8,14,Writing,Spelling,Reading,Profound
4533,9,32,15,9,15,12,16,33,0,24,19,14,19,Writing,Reading,Spelling,Profound
4534,14,61,33,33,53,25,15,19,34,49,42,31,34,Writing,Spelling,Reading,Severe
4535,16,32,40,26,18,54,30,42,28,44,33,34,38,Reading,Writing,Spelling,Moderate
4536,18,21,36,58,36,58,68,39,44,33,38,54,39,Reading,Spelling,Writing,Moderate
